coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sun Jun 21 11:15:01 +0000 2020,HealthCheck,,https://khn.org/news/trumps-take-on-covid-testing-misses-public-health-realities/,15,1274662101567639552,,,,en,,false,9,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","“If you don’t test, you don’t have any cases,” Trump said. “If we stopped testing right now, we’d have very few cases, if any.”

It’s a talking point the administration is emphasizing. 

📝: @shefalil, KHN/@PolitiFact #HealthCheck https://t.co/T3LTf2jkh0",https://twitter.com/KHNews/status/1274662101567639552,Thu Mar 12 18:26:38 +0000 2009,KHNews,false,KHN is a national newsroom that produces in-depth journalism about health issues. An editorially independent program of @KFF. We also produce @CalHealthline.,24667,191635,1010,3972,"Washington, D.C.",Kaiser Health News,KHNews,35019,,http://www.khn.org/,true
,Tue Jun 23 00:21:33 +0000 2020,,,,1,1275222426788528134,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“If we stopped testing right now, we’d have very few cases, if any.”
Oh, baby Trump, you’re so close! At 9 months of age, you’ll have a grasp of object permanence. Don’t push too hard, though - we know you need to take your sweet time with those milestones! Precious.",https://twitter.com/Sarabotbot/status/1275222426788528134,Thu Jan 10 04:32:21 +0000 2019,Sarabotbot,false,"Words @greenerpastsat, @pointsincase, video @bunkrcollective, sound @cabin_never. UX Writing at Vimeo. Design ethics ftw. 1/2 as funny as my Great Aunt Dorothy.",9889,444,524,1,"Brooklyn, NY",Sara Aboulafia,Sarabotbot,4457,,http://bunkrcollective.com,false
,Wed Jun 17 13:56:27 +0000 2020,,,https://twitter.com/RaleighReporter/status/1273225009889247232,4,1273253175945048064,,,,en,,false,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""If we stopped testing right now, we'd have very few cases if any."" Literal Trump logic. https://t.co/FuoCwndwvX",https://twitter.com/punstiningalls/status/1273253175945048064,Wed Jun 15 06:37:05 +0000 2011,punstiningalls,false,UNC '07. Native upstate NYer living in Raleigh over 26 years. Puns. Politics. Yankees ⚾. KISS. Musicals. Bloody marys. @nclcv comms.,8324,1017,951,30,"Raleigh, NC",Dustin Ingalls,punstiningalls,14763,,http://www.facebook.com/dustiningalls,false
,Thu Jun 18 17:28:05 +0000 2020,,,,0,1273668823271591938,TwoWordsForYa,1273660061450199000,51919064,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TwoWordsForYa If we stopped testing right now, we'd have very few cases, if any.",https://twitter.com/RobertPTrump1/status/1273668823271591938,Sun Feb 10 01:33:10 +0000 2019,RobertPTrump1,false,"Governor, Memphis Grizzlies. *PARODY ACCOUNT* I do not represent, know, or have financial interest related to Robert Pera or Donald Trump. For comedic purposes.",14477,63,61,0,,Robert J Pera Trump,RobertPTrump1,3576,,,false
,Fri Jun 26 04:53:41 +0000 2020,,,,0,1276378075354116096,realDonaldTrump,1276312029360541700,25073877,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump You said this: “If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.”",https://twitter.com/cuchulain9/status/1276378075354116096,Mon Feb 16 20:04:19 +0000 2009,cuchulain9,false,"Retired City Planner.  Former 'serious' distance runner. In diminishing order, sing, guitar, mando, harmonica. Pastafarian. I block the humorless, right or left",3515,157,482,4,San Francisco,James McCormick,cuchulain9,8053,,,false
,Sun Jun 21 15:39:18 +0000 2020,,,,1,1274728607542321156,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“if we stopped testing right now we’d have very few  cases... if any. at. all.” -P*TUS 

wtf. 🙈

“if i close my eyes the monsters won’t get me”",https://twitter.com/vermilionvideos/status/1274728607542321156,Wed Jan 02 02:16:05 +0000 2013,vermilionvideos,false,"Writer | Producer | PA Making Rent | 🤟 BS, Radio-Tv-Film | Class UT’19 ~~~~~📍 Los Angeles  ✨ She/ Her",939,159,277,1,"Los Angeles, CA",sarah mcculley,vermilionvideos,1476,,https://www.youtube.com/c/vermilionvideos,false
,Sun Jun 21 01:11:26 +0000 2020,,,,253,1274510204126797825,,,,en,,,58,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“Joe Biden and the Democrats want to prosecute Americans for going to church but not for burning a church!” -@realDonaldTrump,https://twitter.com/madisongesiotto/status/1274510204126797825,Sun Nov 10 14:56:24 +0000 2013,madisongesiotto,false,Wife | Attorney | TV Commentator | Columnist | Former Miss Ohio USA | Business Owner,39691,169660,642,533,contact@madisongesiotto.com,Madison Gesiotto Gilbert,madisongesiotto,16392,,http://madisongesiotto.com,true
,Tue Jun 23 19:15:01 +0000 2020,,,https://www.youtube.com/watch?v=Gr81b-A_Tj0,0,1275507673497305088,eaton,1275139734168354800,2582861,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@eaton ""If you don't test, you don't have any cases. If we stopped testing right now, we'd have very few cases, if any."" -- Trump, June 15th.

What scares me most is not what he says, but that noone in the room is speaking up about it. https://t.co/aQSgVc4xUV",https://twitter.com/RobLoach/status/1275507673497305088,Sun Mar 02 04:23:14 +0000 2008,RobLoach,false,"🌎 Director of Development - @Briteweb
👨🏻‍💻 Previously - @Kalamuna @Myplanet @Acquia @FastCompany
👾 GameDev - @libretro (He/Him)",1609,1995,1271,174,Toronto,Rob Loach,RobLoach,5596,,http://github.com/robloach,false
,Wed Jun 17 21:28:14 +0000 2020,HealthCheck,,https://californiahealthline.org/news/trumps-take-on-covid-testing-misses-public-health-realities/,1,1273366872117952518,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NEW: “If you don’t test, you don’t have any cases,” Trump said at a June 15 roundtable discussion at the White House. “If we stopped testing right now, we’d have very few cases, if any.”

📝: @shefalil, @KHNews/@PolitiFact #HealthCheck https://t.co/ZXB12T0EJv",https://twitter.com/CalHealthline/status/1273366872117952518,Thu May 21 17:07:34 +0000 2009,CalHealthline,false,"Daily news service on health care policy, politics, business and how California's health care system does and doesn’t work, published by @KHNews for @CHCFnews.",2650,10923,881,396,"California, USA",CaliforniaHealthline,CalHealthline,34259,,http://www.californiahealthline.org,false
,Sun Jun 21 01:20:48 +0000 2020,,https://twitter.com/bennyjohnson/status/1274512559765405697/video/1,,1363,1274512559765405697,,,,en,,false,530,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRUMP: “Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”

“They believe you can riot, vandalize, and destroy, but you cannot attend a peaceful, pro-America rally.” https://t.co/BKyr9E4WPw",https://twitter.com/bennyjohnson/status/1274512559765405697,Mon Jun 23 21:33:20 +0000 2008,bennyjohnson,false,"Love my Family, God and Pipe Tobacco; not necessarily in that order. @tpusa Chief Creative Officer - HOST - The Benny Report @newsmax",15221,324207,1867,2126,WashingtonDC/ New York City,Benny,bennyjohnson,50927,,https://www.bennyjohnson.com/,true
,Wed Jun 24 00:23:27 +0000 2020,,,,0,1275585293916110848,SQney,1275582802222698500,1269323294919979000,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SQney @go4bigfuzz @Friendofdon1 @andrewf15403672 @BarbaraKJanik @Tyger7even “If we stopped testing right now, we'd have very few cases, if any.”

That's a lie. Not true. Made up. Fabricated. Lie.",https://twitter.com/VampireReverse/status/1275585293916110848,Mon Jun 22 20:34:25 +0000 2020,VampireReverse,false,Goats are nature's presidents,3928,30,180,0,San Francisco CA 94112,Chris Hirst,VampireReverse,4864,,http://www.robotdanceparty.org,false
,Sun Jun 21 02:29:43 +0000 2020,,,https://video.parler.com/Hd/el/HdeldjJPfHKG.mp4?Expires=1592708319&Key-Pair-Id=APKAIUOD255OIWZDO4NA&Signature=TE~WRKnwpgVKWgfuJ7f-E16IKYBCzu5HBg4qqul8Zb-ig4HqvhlFSL70dja-OQijXC~~o-qIByxW8A16S~mtqs-62d4KWu10V6Lmqnh8HvTWElczDfyldZC5fCfTnTEygb9NihJdEQ8Qd7mzjB0KmDLk3uCACWF-ig1orgStn5jiygDd0-SOknl6QLyTXitswlxTBTX6ieLGRlfQdlMWmjEIgHG~orgqGsb9~1-HyO8uyW6bAe0dkguZpROsJHViCV1ierQBHU30SbUpZemUwqSCwAEFiRsshqqDzbHm-yAIIk42EqxWBrHN1wWYD6CN1IJ-DBCruYGcku0tF94M~w__,0,1274529902872715271,,,,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TRUMP: “Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”

“They believe you can riot, vandalize, and destroy, but you cannot attend a peaceful, pro-America rally.” 

https://t.co/yWdVfPqzzV",https://twitter.com/hrothenb/status/1274529902872715271,Wed May 13 02:28:38 +0000 2009,hrothenb,false,,301570,3525,4443,107,,Howard Rothenburg,hrothenb,384553,,,false
,Sun Jun 21 01:24:59 +0000 2020,,,https://youtu.be/DBbpJJiBCFs,0,1274513613546545153,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Joe Biden and the Democrats want to prosecute Americans for going to church but not for burning a church.""

Live: Trump holds 'Make America Great Again!' rally in Tulsa https://t.co/DFuX73OQrZ via @YouTube",https://twitter.com/DeLouche111/status/1274513613546545153,Wed Oct 04 02:31:57 +0000 2017,DeLouche111,false,,58649,1687,4999,3,"Florida, USA",Karen Camille,DeLouche111,42231,,,false
,Wed Jun 17 15:57:52 +0000 2020,,,https://www.bostonglobe.com/2020/06/16/nation/trump-downplays-rising-coronavirus-cases-many-states-he-pushes-return-normal/?event=event25,0,1273283731323838465,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","“If we stopped testing right now, we’d have very few cases, if any,” Trump said on Monday. King Crimson were right: ""The fate of all mankind...is in the hands of fools"". https://t.co/nKN1nBgilt via @BostonGlobe",https://twitter.com/donstovepa/status/1273283731323838465,Wed Jul 04 20:50:34 +0000 2012,donstovepa,false,"First things first, but not necessarily in that order. Trump's defeat was necessary, but not sufficient. The Resistance is not over. We're just Biden our time.",697,584,1054,4,,screamingintotheabyss,donstovepa,4393,,,false
,Thu Jun 18 17:15:52 +0000 2020,COVID19 QUOTE DonaldTrump,,,0,1273665749777707008,,,,en,,,0,,,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","* blinking * 🤦🏽‍♀️ RT @amys_worried: #COVID19: 

""If you don't test, you don't have any cases.""

""If we stopped testing right now, we'd have very few cases -- if any.""

#QUOTE #DonaldTrump",https://twitter.com/yupcom/status/1273665749777707008,Tue May 26 15:45:16 +0000 2009,yupcom,false,,211,240,560,21,,Just me.,yupcom,30192,,,false
,Mon Jun 22 17:11:57 +0000 2020,,,,138,1275114312407740416,,,,en,,,38,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","“Joe Biden and the democrats want to prosecute Americans for going to Church, but not for burning a Church.”—Prez Trump in Tulsa",https://twitter.com/FrDaveNix/status/1275114312407740416,Wed Oct 11 12:28:05 +0000 2017,FrDaveNix,false,"Catholic priest and diocesan hermit striving for the Apostolic Faith, Boston College grad, ex-Denver paramedic. Gab is the same handle as here. No DMs.",26292,16955,1346,86,Monk-land or Mission-land,FrDave Nix 📡,FrDaveNix,6581,,http://www.padreperegrino.org,false
,Wed Jun 17 20:27:46 +0000 2020,,,,0,1273351655203975176,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lrt: bruh
""If you don't test, you don't have any cases,"" Trump said at a June 15 roundtable discussion at the White House. ""If we stopped testing right now, we'd have very few cases, if any.""

he was always content w/ letting the virus ""wash over"" the country btw. recorded fact.",https://twitter.com/pyrrhicfiend/status/1273351655203975176,Mon Jul 19 08:38:57 +0000 2010,pyrrhicfiend,false,"nsfw: 🔞BL松❤️💙💚💜💛💗& platonic・
Freely mute/unfollow/block・I Hard Spam rt's・
25↑・Hello inhumans・虚しい勝利・
sfw: https://t.co/NAt8NLSj53",39828,22,366,0,Anhedonia,erroneous emotion emulator,pyrrhicfiend,26638,,https://archiveofourown.org/users/PyrrhicFiend/profile,false
,Fri Jun 19 15:22:28 +0000 2020,,,,0,1273999599674331138,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“If you don’t test you don’t have any cases. If we stopped testing right now we’d have very few cases, if any” you’re right Mr. President. We wouldn’t have any cases. Similarly to how if people stopped recording the police we’d have 0 cases of police brutality. Check yourself sir",https://twitter.com/leighsbookshelf/status/1273999599674331138,Sun Nov 25 20:16:25 +0000 2018,leighsbookshelf,false,sometimes I talk about books but it’s usually just my political views that you should take w a grain of salt,1059,33,132,2,,Leigh,leighsbookshelf,397,,,false
,Sat Jun 27 02:57:22 +0000 2020,,,https://www.politifact.com/factchecks/2020/jun/17/donald-trump/trumps-take-covid-testing-gives-short-shrift-publi/,0,1276711189712703488,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Creepyjoe10 @Gammiex4MMC @DrTedros @WHO https://t.co/5AsfqJ6DN0

There you go.

“If we stopped testing right now, we'd have very few cases, if any.” - actually said by Donald Trump.

He's said it repeatedly, as well.",https://twitter.com/OrranVoriel/status/1276711189712703488,Sat Apr 02 05:41:07 +0000 2011,OrranVoriel,false,Gamer & proud liberal. Relieved that the four year dumpster fire of Trump is ending. Snark/sarcasm are my weapons of choice.,51255,166,227,5,"Tampa, Florida",Zaydin,OrranVoriel,12772,,,false
,Sun Jun 21 17:08:28 +0000 2020,,,https://twitter.com/Acyn/status/1274500811486228482,6,1274751050801713153,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dudes a fuckin idiot. its like the comment he made the other day “if we stopped testing right now, we’d have very few cases, if any.” the truest thing he’s ever said but also the dumbest. 😂🤦🏼‍♂️ https://t.co/yoO3yTJj8q",https://twitter.com/DMSanders05/status/1274751050801713153,Fri Nov 08 14:08:10 +0000 2019,DMSanders05,false,,1059,44,110,0,,Dillon Sanders,DMSanders05,92,,,false
,Sun Jun 21 01:10:59 +0000 2020,,,,3,1274510092449218560,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Joe Biden and the democrats want to prosecute Americans for going to church but not for burning a church...""-Trump. This is too absurd to dignify with analysis.",https://twitter.com/mattrodierphot1/status/1274510092449218560,Wed Sep 04 05:10:50 +0000 2019,mattrodierphot1,false,"Journalist and photographer. @PressClubDC member, @NYLawSchool alum. DM for Protonmail, Signal. RT≠ endorsements, views are my own.",25541,2742,742,41,"Washington, DC",Matthew Rodier,mattrodierphot1,7237,,https://www.amazon.com/When-Go-Dreaming-Days-Protests-ebook/dp/B089CGMR5X/ref=nodl_,false
,Sun Jun 21 20:27:39 +0000 2020,,,,0,1274801175691440133,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Also, at a White House event last week, Trump explained his theory on COVID-19 testing. “If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any.” Makes perfect sense, said no one.",https://twitter.com/tgheep/status/1274801175691440133,Sat May 16 21:22:58 +0000 2020,tgheep,false,"Born an observer. Raconteur, Scoundrel, Reputation of being a hard ass, and occasional misanthrope.",11,0,10,0,,Thomas Heep,tgheep,72,,,false
,Fri Jun 26 15:56:30 +0000 2020,,,,4,1276544879217311745,,,,en,,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""If we stopped testing right now, we'd have very few cases, if any."" 
- Trump 

Object permanence is a 9 month old developmental milestone that involves a baby's understanding that when things disappear from view, they don't cease to exist.",https://twitter.com/CantStandya2018/status/1276544879217311745,Tue Sep 03 12:26:51 +0000 2013,CantStandya2018,false,"LGBT, dog mom, free spirit, Self employed. 

A change is gonna come.",29697,4038,5001,1,Small progressive town in NC ,George CantStandYa 🏳️‍🌈🌊🌊🌊🌊🏳️‍🌈🆘,CantStandya2018,39150,,,false
,Sun Jun 21 06:13:15 +0000 2020,,,,0,1274586158551490561,weijia,1274534932170375200,170699708,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@weijia Yeah, right. It goes right along with this statement he made on June 15th during a roundtable discussion at the WH, “If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any.”",https://twitter.com/awoman_scorned/status/1274586158551490561,Mon Dec 02 18:04:12 +0000 2019,awoman_scorned,false,"Nevertheless, she persisted. Hell has no fury like a woman scorned | blocked by @TexasGOP ✌🏼#Resist | #VoteBlue | #TexasResisters | she/her/hers | #ResignCruz",98662,489,2170,0,Texas,Wear a mask. Get vaccinated.,awoman_scorned,67400,,https://yetshepersisted.redbubble.com,false
,Wed Jun 17 16:25:14 +0000 2020,,,,0,1273290617381097472,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“If we stopped testing right now, we’d have very few cases, if any” -Orange Man 2020

you cant make these things up",https://twitter.com/ItsMCFoo/status/1273290617381097472,Tue Sep 14 17:58:43 +0000 2010,ItsMCFoo,false,"#Dolphins #Jazz #RedSox,#Dad, Could have played in the NBA , fake professional poker player, addicted to sports cards, #SafeMoon #Doge #BTC",7577,429,1108,5,"The Bassment, Deadville ",Tua’s Revenge (16 games to go),ItsMCFoo,47238,,,false
,Tue Jun 16 22:46:18 +0000 2020,TrumpDeathTroll125K TrumpIsNotWell,,https://news.yahoo.com/trump-coronavirus-testing-stopped-testing-212011656.html,0,1273024127377555456,DanCrenshawTX,1272884703922700300,930552552302792700,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@DanCrenshawTX Add this to the long list of @realDonaldTrump Idiocracies: 
""If we stopped testing right now, we’d have very few cases, if any.""  Derp!🤦‍♂️#TrumpDeathTroll125K #TrumpIsNotWell 
https://t.co/rzhBG4D4nD",https://twitter.com/ShirlAAdams/status/1273024127377555456,Sat Oct 16 19:38:37 +0000 2010,ShirlAAdams,false,DOSForeignServiceRet'd|AF/IRM E-Diplomacy| Frmr @AZDailyStar Writer/Editor✦NaturePhotographer @Pelosi follows me.,49674,7072,2460,82,United States,E-Diplomacy 🌍#BidenSoulSquad🌊,ShirlAAdams,85464,,https://www.viewbug.com/member/ShirlsAdams,false
,Wed Jun 17 08:45:22 +0000 2020,,,https://news.yahoo.com/trump-coronavirus-testing-stopped-testing-212011656.html?soc_src=hl-viewer&soc_trk=tw,0,1273174890061934594,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/67SKKVK3Zj via @YahooNews "" HOW STUPID CAN ONE PERSON BE """,https://twitter.com/smith4114111/status/1273174890061934594,Sun May 15 02:36:21 +0000 2016,smith4114111,true,,3,1,43,0,,Larry Smith,smith4114111,1680,,,false
,Tue Jun 16 12:10:46 +0000 2020,,,,0,1272864190391336960,realDonaldTrump,,25073877,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump: “If we stopped testing right now, we’d have very few cases, if any”. Does he think that testing causes COVID-19, or that with less testing we just wouldn’t know the truth? Either way @POTUS poses a serious problem to America.",https://twitter.com/Cittadino1914/status/1272864190391336960,Mon Jan 22 14:33:33 +0000 2018,Cittadino1914,true,,2,7,0,0,,Jackie R,Cittadino1914,5013,,,false
,Tue Jun 16 13:49:51 +0000 2020,,,https://news.yahoo.com/trump-coronavirus-testing-stopped-testing-212011656.html?soc_src=strm&soc_trk=tw,0,1272889126346514433,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/5RESsYcNti via @YahooNews",https://twitter.com/macq_steve/status/1272889126346514433,Sun Jun 07 18:32:55 +0000 2020,macq_steve,false,Nothing,4503,13,32,0,"Middle Town, USA",Steve MacQ,macq_steve,1278,,,false
,Tue Jun 16 20:56:09 +0000 2020,,,,1,1272996408472285187,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""If you don't test, you don't have any cases. If we stopped testing right now,  we'd have very few cases, if any.""

Some/any trumpian explain this logic to me.",https://twitter.com/realbrotherwolf/status/1272996408472285187,Fri Jun 28 16:51:56 +0000 2019,realbrotherwolf,false,"Father, Husband & Partner. Ordained interfaith clergy, priest & chaplain-in-training. In recovery. 🌈Ally/Alt",1901,219,669,1,,RevBrotherTom,realbrotherwolf,2167,,https://prideministry.com/the-prideministry-professional-directory/,false
,Wed Jun 17 12:13:30 +0000 2020,WednesdayWisdom,,,3,1273227268769361920,,,,en,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#WednesdayWisdom

""If we stopped testing right now, we'd have very few cases, if any."" 
- Trump 

Object permanence is a 9 month old developmental milestone that involves a baby's understanding that when things disappear from view, they don't cease to exist.",https://twitter.com/DavisTrev2/status/1273227268769361920,Fri Apr 05 21:07:54 +0000 2019,DavisTrev2,false,🌊🌊#TheResistance #FBR Let’s lock up this criminal Republican POTUS! #ImpeachTheMF for #Emoluments #AbuseOfPower & #ObstructionOfJustice ✍️ #PaperBallots,2531,2888,4242,0,,Trevor Davis,DavisTrev2,8235,,,false
,Tue Jun 16 17:42:57 +0000 2020,,,https://news.yahoo.com/trump-coronavirus-testing-stopped-testing-212011656.html,0,1272947788846784513,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/D3Dn4AC8Do",https://twitter.com/AaronLujan/status/1272947788846784513,Mon Sep 22 19:44:51 +0000 2008,AaronLujan,false,"'Counter Culture with Aaron Lujan' is a video podcast serving censored news, suppressed commentary and controversial conversations with culture warriors. 🤠",408,273,360,14,"Colorado, United States",Aaron Lujan,AaronLujan,9747,,http://www.aaronlujan.com,false
,Wed Jun 17 01:46:51 +0000 2020,,,,0,1273069566319407104,Laurenehot,1273067086466564000,2451775206,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I missed capturing the entirety of the quote ""If you don’t test, you don’t have any cases. If we stopped testing right now, we’d have very few cases, if any."" Truly Trumps ingenuousness knows no bounds.",https://twitter.com/Laurenehot/status/1273069566319407104,Fri Apr 18 18:26:44 +0000 2014,Laurenehot,false,"Singer/Songwriter, multi-instrumentalist, hospital chaplain, Masters of Divinity graduate of the Pacific School of Religion in Berkeley.",0,19,5,0,"Berkeley, CA",Lauren Hotchkiss,Laurenehot,268,,,false
,Tue Jun 16 03:52:21 +0000 2020,DumberThanDirt,,,0,1272738761663819776,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oh, Come ON! 
""If we stopped testing right now, we'd have very few cases if any.""

Really? REALLY @realdonaldtRump?
You really believe if we stop testing this virus will magically disappear?
You deserve the #DumberThanDirt trophy for that one. 🏆",https://twitter.com/ISendYouLove/status/1272738761663819776,Tue Apr 16 21:11:27 +0000 2013,ISendYouLove,false,"PROUD member of #TheResistance, animal lover, joy sharer, LGBTQ EQUALITY advocate & Thriver after big C. Singer/Songwriter  💜🎶💜 Truth is TRUE & Love Is LOVE.",35912,3906,3868,19,ElPaSoStrong,🆘️😷☮🏳️‍🌈L L🎶☯️😷🆘️,ISendYouLove,13348,,http://llinette.primemybody.com,false
,Tue Jun 16 09:56:32 +0000 2020,,,,3,1272830410372739073,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trump: If you don't test, you don't have any cases. If we stopped testing right now, we'd have very few cases, if any. But we do. Me: If I stop listening to you and reading the news are you no longer my president. 🤔",https://twitter.com/AmyfromPhilly/status/1272830410372739073,Wed May 10 14:33:51 +0000 2017,AmyfromPhilly,false,Where good things happen 😃,2357,44,162,0,"Haddonfield, NJ",Amy Carthy,AmyfromPhilly,1152,,,false
,Tue Jun 16 14:37:45 +0000 2020,,,,0,1272901182730702849,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""If we stopped testing right now, we'd have very few cases, if any. But we do,"" Trump said.

Just let that sink in. And then try to explain to me how you think he is a leader.",https://twitter.com/lvernal/status/1272901182730702849,Mon Aug 25 13:32:05 +0000 2008,lvernal,false,"""Know where you're from. Know your place. Me? My place is Pittsburgh."" I live in DC, but forever bleed black & gold. Opinions/tweets are my own.",3046,406,1050,13,Washington D.C.,Lisa Vernal,lvernal,6699,,,false
,Tue Jun 16 13:16:24 +0000 2020,LSAT,,,1,1272880706478358530,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","This thinking would fail the #LSAT:  
""""If you don't test, you don't have any cases,"" he said.
""If we stopped testing right now, we'd have very few cases, if any. But we do."" -President Trump
Even 9 months old understand object permanence.",https://twitter.com/NedJohnson/status/1272880706478358530,Tue May 12 16:08:06 +0000 2009,NedJohnson,false,"founder & tutor-geek PrepMatters
host of PrepTalksPod
co-author with Dr. William Stixrud of The Self-Driven Child",5244,1211,766,43,DC metro area,Ned Johnson,NedJohnson,7205,,http://prepmatters.com,false
,Tue Jun 16 16:12:02 +0000 2020,,,http://news.yahoo.com/trump-coronavirus-testing-stopped-testing-212011656.html?soc_src=community&soc_trk=tw,0,1272924906393567232,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/we6R4tFR3E via @YahooNews",https://twitter.com/GotahMichael/status/1272924906393567232,Tue Jan 15 08:13:22 +0000 2019,GotahMichael,false,I have the spirit of a Governor. I am a nation builder. I am GH's Governor.,6,2,29,0,"Accra, Ghana",Michael Gotah,GotahMichael,33,,,false
,Tue Jun 16 10:45:51 +0000 2020,,,https://news.yahoo.com/trump-coronavirus-testing-stopped-testing-212011656.html?soc_src=community&soc_trk=tw,0,1272842820110487553,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trump on coronavirus testing: ‘If we stopped testing right now, we’d have very few cases, if any’ https://t.co/WrKJFHnq12 via @Yahoo",https://twitter.com/freeforall1920/status/1272842820110487553,Tue Feb 26 22:11:12 +0000 2019,freeforall1920,false,"Neither Jack Ass nor the Elephant. 👎 I've managed to avoid political warfare throughout my life but this current POtuS, made keeping quiet, quite impossible.",6670,1150,1479,0,,Free for all,freeforall1920,12062,,,false
